Pais_comprador,secciones,2000/Enero,2000/Febrero,2000/Marzo,2000/Abril,2000/Mayo,2000/Junio,2000/Julio,2000/Agosto,2000/Septiembre,2000/Octubre,2000/Noviembre,2000/Diciembre,2001/Enero,2001/Febrero,2001/Marzo,2001/Abril,2001/Mayo,2001/Junio,2001/Julio,2001/Agosto,2001/Septiembre,2001/Octubre,2001/Noviembre,2001/Diciembre,2002/Enero,2002/Febrero,2002/Marzo,2002/Abril,2002/Mayo,2002/Junio,2002/Julio,2002/Agosto,2002/Septiembre,2002/Octubre,2002/Noviembre,2002/Diciembre,2003/Enero,2003/Febrero,2003/Marzo,2003/Abril,2003/Mayo,2003/Junio,2003/Julio,2003/Agosto,2003/Septiembre,2003/Octubre,2003/Noviembre,2003/Diciembre,2004/Enero,2004/Febrero,2004/Marzo,2004/Abril,2004/Mayo,2004/Junio,2004/Julio,2004/Agosto,2004/Septiembre,2004/Octubre,2004/Noviembre,2004/Diciembre,2005/Enero,2005/Febrero,2005/Marzo,2005/Abril,2005/Mayo,2005/Junio,2005/Julio,2005/Agosto,2005/Septiembre,2005/Octubre,2005/Noviembre,2005/Diciembre,2006/Enero,2006/Febrero,2006/Marzo,2006/Abril,2006/Mayo,2006/Junio,2006/Julio,2006/Agosto,2006/Septiembre,2006/Octubre,2006/Noviembre,2006/Diciembre,2007/Enero,2007/Febrero,2007/Marzo,2007/Abril,2007/Mayo,2007/Junio,2007/Julio,2007/Agosto,2007/Septiembre,2007/Octubre,2007/Noviembre,2007/Diciembre,2008/Enero,2008/Febrero,2008/Marzo,2008/Abril,2008/Mayo,2008/Junio,2008/Julio,2008/Agosto,2008/Septiembre,2008/Octubre,2008/Noviembre,2008/Diciembre,2009/Enero,2009/Febrero,2009/Marzo,2009/Abril,2009/Mayo,2009/Junio,2009/Julio,2009/Agosto,2009/Septiembre,2009/Octubre,2009/Noviembre,2009/Diciembre,2010/Enero,2010/Febrero,2010/Marzo,2010/Abril,2010/Mayo,2010/Junio,2010/Julio,2010/Agosto,2010/Septiembre,2010/Octubre,2010/Noviembre,2010/Diciembre,2011/Enero,2011/Febrero,2011/Marzo,2011/Abril,2011/Mayo,2011/Junio,2011/Julio,2011/Agosto,2011/Septiembre,2011/Octubre,2011/Noviembre,2011/Diciembre,2012/Enero,2012/Febrero,2012/Marzo,2012/Abril,2012/Mayo,2012/Junio,2012/Julio,2012/Agosto,2012/Septiembre,2012/Octubre,2012/Noviembre,2012/Diciembre,2013/Enero,2013/Febrero,2013/Marzo,2013/Abril,2013/Mayo,2013/Junio,2013/Julio,2013/Agosto,2013/Septiembre,2013/Octubre,2013/Noviembre,2013/Diciembre,2014/Enero,2014/Febrero,2014/Marzo,2014/Abril,2014/Mayo,2014/Junio,2014/Julio,2014/Agosto,2014/Septiembre,2014/Octubre,2014/Noviembre,2014/Diciembre,2015/Enero,2015/Febrero,2015/Marzo,2015/Abril,2015/Mayo,2015/Junio,2015/Julio,2015/Agosto,2015/Septiembre,2015/Octubre,2015/Noviembre,2015/Diciembre,2016/Enero,2016/Febrero,2016/Marzo,2016/Abril,2016/Mayo,2016/Junio,2016/Julio,2016/Agosto,2016/Septiembre,2016/Octubre,2016/Noviembre,2016/Diciembre,2017/Enero,2017/Febrero,2017/Marzo,2017/Abril,2017/Mayo,2017/Junio,2017/Julio,Fecha
América Latina,"SECCION XVI Máquinas y Aparatos, Material Eléctrico y sus Partes; Aparatos de Grabación o Reproducción de Sonido, Aparatos de Grabación o Reproducción de Imagen y Sonido en Televisión y las Partes y Accesorios de estos Aparatos.",13596581,14205224,12184889,9097118,13500076,19901761,16968036,20296676,27035077,14741010,20748903,33598610,21103136,25172307,35387221,31261310,34136119,32189051,30778736,29210549,40899706,27610307,29475656,30421256,22927246,23260640,31236748,26736814,26286898,28498242,36205893,28269587,36012481,36071560,23386544,36357077,14439824,16331790,20716777,17729051,21810515,37792728,53074419,35822676,52672285,45257978,50182047,41347032,18561063,30597372,21985312,23916779,30379275,20325624,22814682,25966401,19731166,21546310,31034652,20358262,15529152,26247351,17196067,18486086,15248980,16755244,21803355,17755806,24136563,13841424,33816455,20864989,19683143,20929261,21854061,19468202,22521625,26706602,18650394,19495407,19099195,18674547,24469656,18168931,23622612,25000031,27262124,31620476,32706681,37946276,40597275,32191858,26401016,33918683,28278045,36740638,33122358,52219505,75582849,86893446,70127377,65172319,57872724,54015306,43809970,39415909,23765136,27688251,20939094,17264642,16006579,19064270,15198770,24039912,18678475,21497336,19832226,23999437,23163055,29514096,19739543,23275565,29197533,24597150,28511240,24991292,25821885,51199381,29986205,27321226,29888430,30914863,22239711,25654722,30195130,21394335,27957299,32933236,25542640,32098928,33185724,27288283,31330626,48557182,43131446,46269530,47816087,42541138,40629807,47089424,38910209,44677297,48341101,38569728,45874965,43776768,46217330,39573503,49258450,51356795,50933463,58025934,90655431,66122911,44255312,61224844,51180119,66238757,53973024,45376259,59070720,49604981,66453703,67710326,62373276,72948209,78302615,70371214,56894616,72140046,58371446,51608966,43199432,53185644,52965418,52273570,62754187,40778593,40369771,42877238,32701954,47478356,35300865,23911191,32360251,32169345,34282291,38682040,35258035,33864894,58784439,66650894,44517310,48256201,51373890,44961138,50729149,64632395,65907142,58802229,52262251,7492715668
América Latina,SECCION XVII Material de Transporte.,123714,86678,267905,178878,3157506,382547,1233179,217784,498803,669754,1363752,966359,1341412,663375,2845845,806661,4492005,2695034,1518867,3456565,1487277,1539841,1351687,2071351,1932925,1117129,1552891,787656,1792218,1818861,2177034,3129316,4019135,2002969,3957563,5295899,5179557,2968780,716858,2034810,4939743,5281648,4800378,4643555,4222690,4130310,3253965,5296531,689875,427991,1479269,2865700,758987,2514363,916693,1337396,757870,175460,1181190,388749,155975,4152631,2216072,2363316,2257246,4415580,2391935,260283,1459068,5257098,3344634,1943543,8072539,2018821,11830344,5925813,7185142,5828502,4238386,2749232,846951,7190408,3770637,1822290,11334194,5613731,13368186,2565955,9506911,8984836,6804717,7067063,3945927,7275693,10067494,975853,24152147,23456238,21315667,13818482,17871246,34588110,43186178,41856753,39770628,16840865,13581164,69928876,33170042,34872323,33224718,17479984,1786843,2472715,21153436,15101481,46796296,7641085,48187736,18048927,51717650,31200459,46941392,53593071,32383083,86989497,37067828,76448505,45633511,34496026,57622462,67397154,64166846,48196914,97463525,99902775,47258191,117744408,98391327,164691035,186960992,177099441,195609546,166436007,141533769,165649228,204828643,166577631,99698768,196661914,101241712,89724402,55826624,51755524,42658250,44723189,33051914,36243798,73517869,61632118,56103316,84377056,94058792,89910210,67436725,52992943,49715825,43005121,28800805,25042930,49974311,65168938,40061499,64848186,22313062,48354703,38412665,68150657,60690067,9682284,2583345,6504730,10829860,8056937,2186479,5814947,18034346,14958743,13450267,2835604,2912288,2280510,2988297,4584695,2745744,4820593,6509206,56783717,5559677,2350983,6497508,4406419,2224937,2581600,2669562,1952518,2592871,3043088,9004520,8718235,5855672,5879646573
América Latina,"SECCION XVIII Instrumentos y Aparatos de Óptica, Fotografía o Cinematografia de Medida, Control o Precisión; Instrumentos y Aparatos Médicos Quirúrgicos; Partes y Accesorios de estos Instrumentos o Aparatos.",752804,780182,949296,789168,798046,1134861,999661,978990,1163789,1208872,1712107,990157,1425872,1350645,849739,782937,1010232,1098363,897013,1081036,1599247,3516758,1463342,1150341,961579,1297965,897703,1076302,855656,861177,1247047,1461557,1024371,1409571,1170389,855302,653368,832653,391024,659297,600917,1014240,559202,638660,1025035,1054169,603606,688314,325037,136540,203763,157340,238352,263906,127379,202688,261460,318750,242387,198414,684972,970024,944109,757319,866798,668056,488922,1481996,1008365,1337515,969166,993938,491956,1141456,1459177,1028688,1002886,1165540,1004022,1089290,1254380,1507798,1410968,976403,1211736,928467,1125961,1375792,1100284,1113467,1309815,1448857,978481,1075898,1062622,1104364,1033852,1108137,763774,1167826,981573,1143612,1242486,972580,933303,1039307,582699,554447,548185,275218,438445,550048,472770,664397,787816,834314,666728,724972,711070,860066,505190,565368,979794,708919,898789,862627,977621,901991,1119484,1002247,1120849,946322,1638531,1032616,1206389,956089,1160419,1194967,1514414,1933493,1826342,1888587,2829969,3494674,2341475,2788563,2650885,3234703,2947494,2621040,2797682,2058965,3319791,3816308,2507433,3255984,2199553,1905457,1767077,3279553,2850190,3746081,3685215,3349226,3132843,2618528,2900064,2893923,2298176,2757290,4239869,3574014,3223452,2877530,2299983,2970706,2911286,3376733,2692573,3234141,1926859,2022337,2490127,2757436,2217130,1928798,2314804,2046723,2252371,2162986,2015032,3037923,1597667,1424274,2000507,1898313,2049531,1906969,2017512,2174153,3258316,2206638,2779881,2593674,2050881,1609714,2435293,1759097,2184380,2229899,3028225,315362445
América Latina,"SECCION XIX Armas y Municiones, y sus partes y Accesorios.",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,46,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,23900,N/D,N/D,N/D,N/D,N/D,N/D,N/D,41090,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,42350,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,61200,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,57600,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,63670,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,79320,N/D,N/D,N/D,N/D,N/D,N/D,N/D,9158,N/D,N/D,N/D,N/D,N/D,87180,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,465514
América Latina,SECCION XX Mercancías y Productos Diversos.,1323443,648071,1363147,882412,1156452,675205,1555602,1100368,1112476,1220858,1441390,880703,934548,624123,972007,663985,1430178,799631,737116,786770,930548,1489376,1878153,1097647,1070825,965386,976879,1167666,1178971,819817,863820,1052294,994041,1557636,1778345,1441075,767863,776127,565280,807900,847412,791567,494424,689112,1029081,1270100,1988240,1048661,558434,574949,952125,687684,1049161,950017,782642,871710,851786,1379520,1989273,1512270,1041278,816632,1006151,1058979,1282177,1032991,1051694,1090486,1567087,1218929,1995575,1477460,1310650,966401,1363982,1281801,1183611,1641039,1443310,1451639,2647508,2005181,2023742,1821972,1736957,1944873,1704891,1150478,1757404,1945618,1627104,2070051,2298663,2677300,2457649,1464348,2430246,2016350,1816767,2018194,1991154,4170205,2417287,2481213,2530830,3907103,3453922,1653281,1180916,1247781,2827087,1657892,2189922,2243638,3078005,2742846,3575018,3227119,2918727,3530567,1616854,2422410,2617417,2573624,2557377,3808178,2801584,2352480,2342006,4347044,3347951,2498545,2190942,3057770,3830721,1525029,2532802,3045746,2974752,4728606,3981104,4100722,5599696,2778929,2356736,2111425,5516463,3280151,2998641,2438375,3262717,1910547,3274939,3406394,5404575,3614559,2473624,2715440,2957991,2855730,3093867,2896893,2712629,3410279,3646851,4449005,4755666,3848593,11035373,11408873,11872641,15580351,14604742,13399143,15958797,14398425,12266347,13113661,14111838,12596052,10532704,12258306,14230629,13082570,13702299,13941889,18834490,11761367,11798836,14117564,11920656,9089228,7950035,9268392,11035050,12984791,10444820,10885992,9631050,12672327,11644934,11519115,14496412,11716605,9578888,9355745,11572455,10371781,11818165,12781310,12413518,861510172
América Latina,SECCION XXI Objetos de Arte o Colección y Antigüedades.,3487,856,5399,335,N/D,2097,15,257,620,N/D,1203,468,1575,N/D,17680,7275,6789,8837,229,2125,23935,15546,3363,4462,2388,5735,9118,3956,5090,205,6252,6041,4919,15689,2021,2547,260,3997,944,9727,8793,2573,7657,6861,13476,4093,12538,2409,1739,7744,3940,117414,9806,34162,7396,8846,61694,4382,19756,413,N/D,N/D,N/D,N/D,97,66,1657,11,58,N/D,43433,N/D,76,26,3978,N/D,26,N/D,N/D,N/D,944,N/D,N/D,3088,N/D,N/D,3991,N/D,2776,34,44,63,36,1656,4867,13482,51,N/D,N/D,4320,79,55,185,N/D,40,120,15,N/D,N/D,N/D,18,3769,N/D,16448,270,22977,1000,24,2487,3213,1354,7533,4526,1113,2308,120,14528,79,463,N/D,6458,125,226,11,375,7114,N/D,2453,N/D,33000,7350,3149,3346,181,N/D,458,4640,N/D,101,N/D,155,7,57,7004,21740,40,1448,7,3952,N/D,165,2269,N/D,5575,866,N/D,415,368,815,1561,805,N/D,N/D,4154,N/D,1546,259,N/D,352,N/D,282,N/D,186,1361,6696,2927,N/D,960,1059,1077,N/D,N/D,2778,1263,N/D,11790,212,N/D,N/D,1500,4878,6540,N/D,885,3192,N/D,N/D,4087,N/D,8,10220,873085
América Latina,SECCION XXII Operaciones Especiales.,15036,7552,2938,2197,4448,7840,4939,14813,7547,49244,11726,40424,4331,23706,6124,7503,14344,4835,5084,17112,7775,23174,30573,13148,13016,60994,107969,23538,6573,16541,11955,10098,10238,11771,72777,72248,94982,21597,3012,2301,3223,4240,2927,6757,2142,5000,2338,4490,3802,659,421,1502,4525,265,511,2814,148,98,781,1019,1278,548,377,7273,2008,1017,1263,2190,205,2000,5272,755,632,908,1318,1877,5210,2363,11035,5914,3349,5287,21348,8102,11572,5076,15267,417,11273,6196,2123,3424,1985,2820,2327,3434,714,32809,8426,3380,9715,933,3328,4347,2910,4364,9322,1812,1214,5036,4491,1813,4156,3089,5276,7968,2655,10994,10459,12416,5968,2713,11865,6805,4126,16655,13099,2159,8587,22197,6728,2227,20633,1369,1078,4604,59627,10386,4349,12211,12055,5339,3969,4673,4356,230324,22874,79737,972,307038,100775,53973,38275,30441,17405,361068,542882,208305,299988,278950,51715,34357,48200,291334,51818,73743,121637,267363,174342,619618,1721744,746636,464232,313750,184229,204491,1473399,1278467,937534,681395,420410,1037813,841542,207193,209082,225192,217435,225693,345517,244174,428783,242868,291384,1300426,1453076,991389,1191941,15838647,1766712,1702157,1342490,1463357,2300127,1872711,1359849,1422686,1219265,1476903,1455130,3954468,1637653,62469552
América Latina,SECCION,45896613,38633324,45975467,53570348,68987719,67712286,62664532,61169731,65778318,55917141,64315227,69759112,60741811,67878512,86736067,78431026,85315906,74525786,78987412,69610654,84805138,83407594,72413050,71162504,62533447,63100484,74079963,70299658,70629722,65889217,84491047,91821773,89766429,87197190,65416983,84916112,53598074,53025713,60661765,59177458,62506074,78800076,97166314,84962876,100004072,95922771,139991355,87775070,54799775,64336387,67376648,66067974,64721492,62187840,56909037,70439133,61382259,66314370,82929738,67462183,58684350,82012435,68434351,75396959,72829476,73533990,81094118,77776297,87914279,76759123,103662155,84844101,77972051,73224331,96394293,78636965,93416633,89466259,74035836,83872092,81443413,93139994,97259276,81228895,115187816,117868179,143596250,135957846,151733487,163336591,154715969,181977497,133744224,166612008,162992975,140089320,168832024,208385935,208664262,218091956,193001334,207332664,231851217,237236928,245921891,172371625,132085751,185859680,131994945,127103090,134474753,111192877,100091042,128423589,139995936,146596993,176060190,147170293,193610184,172745582,176088821,183259042,229064874,243892557,227408394,273481165,237809246,274938385,216141609,203924817,227788864,248103893,230930952,235581033,323806589,288894333,302331209,339869296,303886108,398783588,385299340,377956671,421820971,377736050,344029962,376824662,465613568,395421751,341660358,432227458,338438089,314073262,280100645,272258330,253385225,258286840,266245476,258310944,309384015,321213856,319818844,338225798,390223337,368850492,342066802,347369848,307734151,278650070,231547360,232045660,290537647,317818944,290591690,303806593,272907728,293669769,288020488,323478432,300883784,250837002,198895637,210383073,227505676,230304094,223821182,235425979,266869287,222550375,208125395,200559932,174573235,197785246,151847922,160434968,181419830,193739920,195571650,254922560,187029991,188828468,215443498,216247060,203229052,197332698,182270373,181505250,228905666,196665826,237055857,238602100,209476092,36595672691
Asia,SECCION I Animales Vivos,N/D,N/D,3407,9,123,N/D,8305,13975,26,10008,N/D,20000,10553,269536,102937,39264,986398,355677,887271,130755,265334,132000,400999,260920,2031984,2052398,1890217,1910386,2269510,2128735,2346533,1784510,498180,193047,228979,545477,208084,433095,443026,792300,652923,894434,567648,169946,410221,N/D,N/D,N/D,33,19,116,19,N/D,N/D,35,39,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,104017,N/D,N/D,106239,N/D,105811,N/D,N/D,106287,380535,285370,477469,383975,479293,253536,487974,307465,415343,653747,541714,618590,354410,607666,918501,875173,845238,1198828,1006830,14476830,15505533,777272,1169838,1660305,1200008,1269304,1785054,1357937,1251989,2099418,1379644,1902162,2121284,2230355,3383575,4358906,3572771,3824627,4612347,3803076,3638875,3323541,2619650,4070451,3794322,4067129,42399061,3994097,1869745,2975343,3018711,3464475,3454055,4632088,3615457,5285587,4416321,4497440,4632612,5439938,4273626,4373803,4642430,4270949,4411139,4181658,2488982,2958078,14001352,3609335,4190977,3981329,3301670,2948418,3003258,2948058,3589109,3393421,3014841,2853208,3185429,3181996,2895280,3410405,50181,576679,1504549,838617,1524675,1309723,1445133,1651309,1443708,1388277,1222396,1373043,822534,1052133,792190,895999,984315,468882,731914,725898,181360,470286,464329,701858,435112,649172,558269,675102,954801,813251,1053154,991732,763084,886869,1117566,1378327,1063358,1188670,1646485,1499639,1560603,1345276,901956,364025693
Asia,SECCION II Productos del Reino Vegetal.,19927,N/D,25215,69483,24063,27966,27600,27938,55688,27527,27657,25669,13811,3724,34554,21045,25026,27408,22261,22150,26917,27218,23098,28397,11618,10413,10986,46825,13182,14002,10834,21016,13976,13157,13750,15686,13472,11500,10599,35093,14935,23592,10246,42154,16435,24085,14518,9695,532523,410241,716598,440103,1234715,330685,585697,703206,1024797,845658,463967,842623,442663,716011,916872,941729,843241,834380,922548,726684,434537,422994,785211,778543,26926,10660,12460,62396,91508,24810,22951,25562,12003,25,259,2185,893191,1173370,1032273,359495,563550,1285062,1149132,1182561,760116,755958,902560,1078691,827929,307997,963754,1116734,1155134,785926,959376,1163722,1386562,1402262,606537,1399864,1186197,1360982,1740256,1473478,1349060,1398496,1196699,1135124,1584287,955555,1408833,945921,831174,1744530,1028969,1001078,1326440,1616085,1475237,743078,1098376,23777077,2084317,1433356,468428,504001,2151088,1286269,1175814,1251509,1804866,998172,1091134,1740047,940049,1693383,1344837,1186862,2147467,2744947,2994716,4162063,3487005,2807688,2841465,3407907,3112633,1867469,1124243,2472293,2588503,3760746,2951141,878425,1605929,2893805,2488046,3007450,3890159,3752947,3118605,3595292,4125128,5037009,6750701,3318706,2576620,1771092,2151876,1311674,1173462,2162473,2846139,2550984,1924508,1485759,1724379,1267934,2374449,2254872,2691548,3073929,1524223,2573903,1457644,2663381,2790530,3497860,3850677,4495622,5315386,4394323,4875117,4817480,5839556,4466408,4937865,6593550,10001433,4672730,7676634,6751128,4437816,330894311
Asia,SECCION III Grasas y Aceites Animales o Vegetales; Productos de su Desdoblamiento; Grasas Alimenticias Elaboradas; Ceras de Origen Animal o Vegetal.,N/D,25193,N/D,N/D,133,25696,N/D,N/D,N/D,25696,25696,N/D,25696,25696,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,29720,29720,3828,29200,62487,N/D,N/D,33639,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,69446,32007,N/D,37440,37441,N/D,42147,30786,41759,N/D,31308,78813,30786,30787,41098,33987,30788,30793,40886,3,30793,2,36588,1,36587,111571,5800,5803,47936,175,19060,59069,38730,13261,47248,136585,101522,N/D,23401,115137,1,1,58680,215796,0,1,99183,51253,0,21452,71545,1,1,10,33891,152579,42228,88966,2,4,2,1,3,21061,1,6602,2211,13,12,23325,3,329474,7,88560,59551,87955,3,N/D,1,40,19087,106,429,33750,1,2267,89977,205453,4487,40740,N/D,N/D,24180,83633,3608,N/D,24180,0,N/D,4075,35527,N/D,N/D,22,N/D,6084,5,N/D,24180,12,35100,30440,997,N/D,35100,45,30411,13772,12215,35100,N/D,54230,5488,13448,9189,35100,N/D,76,1230,29170,3848,45657,41252,29762,89816,57751,54176,140018,N/D,47013,41540,6789,6480,55871,13319,4842574
